poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
10155;1293733.971;6;Tradicional aporticado;Apartamento;Usaquen;108;2;2;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10156;1018232.739;6;Tradicional aporticado;Apartamento;Usaquen;87;2;2;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10157;457307.1156;3;Tradicional aporticado;Apartamento;Engativá;51;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10158;467019.8331;3;Tradicional aporticado;Apartamento;Engativá;53;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10159;492111.02;3;Tradicional aporticado;Apartamento;Engativá;56;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10160;586000.6225;3;Tradicional aporticado;Casa;Tunjuelito;96;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10161;516392.8138;3;Tradicional aporticado;Apartamento;Engativá;59;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10162;522867.9588;3;Tradicional aporticado;Apartamento;Engativá;61;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10163;615138.775;3;Tradicional aporticado;Casa;Tunjuelito;100;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10164;550387.325;3;Tradicional aporticado;Casa;Tunjuelito;91;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10165;566575.1875;3;Tradicional aporticado;Casa;Tunjuelito;93;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10166;537437.035;3;Tradicional aporticado;Casa;Tunjuelito;88;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10167;319257.0242;3;Tradicional aporticado;Apartamento;Suba;34;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Aglomerado
10168;591465.6449;3;Tradicional aporticado;Apartamento;Suba;72;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Aglomerado
10169;352863.0268;3;Tradicional aporticado;Apartamento;Suba;40;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Aglomerado
10170;361264.5274;3;Tradicional aporticado;Apartamento;Suba;42;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Aglomerado
10171;550387.325;3;Tradicional aporticado;Casa;Tunjuelito;113;3;2;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10172;462082.5351;5;Tradicional aporticado;Apartamento;Chapinero;31;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Madera
10173;1833207.439;5;Tradicional aporticado;Apartamento;Chapinero;138;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Madera
10174;1574441.219;5;Tradicional aporticado;Apartamento;Teusaquillo;98;2;2;Cimentaciones - Pilotes;Concreto;Vidrio;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
10175;1142604.087;5;Tradicional aporticado;Apartamento;Teusaquillo;62;1;2;Cimentaciones - Pilotes;Concreto;Vidrio;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
10176;1705504.629;5;Tradicional aporticado;Apartamento;Teusaquillo;110;2;2;Cimentaciones - Pilotes;Concreto;Vidrio;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
10177;1586203.32;5;Tradicional aporticado;Apartamento;Teusaquillo;103;2;3;Cimentaciones - Pilotes;Concreto;Vidrio;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
10178;1315675;5;Tradicional aporticado;Apartamento;Teusaquillo;85;1;2;Cimentaciones - Pilotes;Concreto;Vidrio;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
10179;641039.355;3;Tradicional aporticado;Apartamento;Antonio Nariño;64;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10180;731184.7049;3;Tradicional aporticado;Apartamento;Antonio Nariño;73;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10181;550848.6791;3;Tradicional aporticado;Apartamento;Antonio Nariño;55;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10182;771188.1507;3;Tradicional aporticado;Apartamento;Antonio Nariño;77;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10183;530817.818;3;Tradicional aporticado;Apartamento;Antonio Nariño;53;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10184;610941.2623;3;Tradicional aporticado;Apartamento;Antonio Nariño;61;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10185;409993.2311;4;Tradicional aporticado;Apartamento;Teusaquillo;40;1;1;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10186;621711.0472;4;Tradicional aporticado;Apartamento;Teusaquillo;57;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10187;614989.8467;4;Tradicional aporticado;Apartamento;Teusaquillo;60;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10188;707238.3237;4;Tradicional aporticado;Apartamento;Teusaquillo;60;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10189;739332.0561;4;Tradicional aporticado;Apartamento;Teusaquillo;70;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10190;748237.6468;4;Tradicional aporticado;Apartamento;Teusaquillo;73;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10191;1865469.202;4;Tradicional aporticado;Apartamento;Teusaquillo;182;3;3;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
10192;317576.7241;4;Mamposteria estructural;Apartamento;Teusaquillo;27;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Graniplast;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Madecor
10193;393190.2298;4;Tradicional aporticado;Apartamento;Teusaquillo;39;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10194;695644.2528;4;Tradicional aporticado;Apartamento;Teusaquillo;69;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10195;870178.7073;4;Tradicional aporticado;Apartamento;Teusaquillo;73;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10196;766216.8581;4;Tradicional aporticado;Apartamento;Teusaquillo;76;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10197;967852.8734;4;Tradicional aporticado;Apartamento;Teusaquillo;96;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10198;1098916.283;4;Tradicional aporticado;Apartamento;Teusaquillo;109;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10199;452353.6297;4;Tradicional aporticado;Apartamento;Teusaquillo;44;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10200;765901.1948;4;Tradicional aporticado;Apartamento;Teusaquillo;66;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10201;1138022.922;4;Tradicional aporticado;Apartamento;Teusaquillo;103;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10202;1218262.918;4;Tradicional aporticado;Apartamento;Teusaquillo;116;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
10203;1709246.337;6;Tradicional aporticado;Apartamento;Usaquen;171;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
10204;207204.64;2;Industrilizado - Contech;Apartamento;Suba;35;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sin definir;Cemento afinado;Sin definir;Metalica;Sin definir
10205;437072.2875;3;Tradicional aporticado;Apartamento;Chapinero;36;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10206;471066.7988;3;Tradicional aporticado;Apartamento;Chapinero;40;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10207;461354.0813;3;Tradicional aporticado;Apartamento;Chapinero;38;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10208;509917.6688;3;Tradicional aporticado;Apartamento;Chapinero;43;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10209;550387.325;3;Tradicional aporticado;Apartamento;Chapinero;48;1;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Madera
10210;404696.5625;4;Tradicional aporticado;Apartamento;Suba;46;1;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Porcelanato;Sin definir;Sin definir;Sin definir
10211;785111.3313;4;Tradicional aporticado;Apartamento;Suba;94;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Porcelanato;Sin definir;Sin definir;Sin definir
10212;403077.7763;3;Tradicional aporticado;Apartamento;Mártires;44;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Madecor
10213;582763.05;3;Tradicional aporticado;Apartamento;Mártires;76;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Vidrio;Madecor
10214;435453.5013;4;Tradicional aporticado;Apartamento;Usaquen;47;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Metalica;Madera
10215;666130.5419;4;Tradicional aporticado;Apartamento;Usaquen;72;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Metalica;Madera
10216;786365.8906;4;Tradicional aporticado;Apartamento;Usaquen;85;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Metalica;Madera
10217;1088067.178;4;Tradicional aporticado;Apartamento;Teusaquillo;100;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10218;702755.5808;5;Tradicional aporticado;Apartamento;Usaquen;55;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Granito;Madera;Madera
10219;522867.9588;3;Tradicional aporticado;Apartamento;Suba;65;2;2;Cimentaciones - Pilotes;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Ceramica;Vidrio;Madera;Madera
10220;304331.815;4;Tradicional aporticado;Apartamento;Suba;40;1;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Seguridad;Madera
10221;643467.5344;5;Tradicional aporticado;Apartamento;Fontibón;50;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10222;785030.3919;5;Tradicional aporticado;Apartamento;Fontibón;61;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10223;990940.0029;5;Tradicional aporticado;Apartamento;Fontibón;77;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10224;1248327.017;5;Tradicional aporticado;Apartamento;Fontibón;97;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10225;220154.93;2;Industrializado - Forsa;Apartamento;Kennedy;40;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Granito;Metalica;Madera
10226;350569.2067;3;Industrializado - Forsa;Apartamento;Chapinero;31;1;1;Cimentaciones - Pilotes;Concreto;Pañete - estuco - pintura;Aluminio;Piso afinado;Integral;Cemento afinado;Sin definir;Madera;Madera
10227;367291.2686;3;Industrializado - Forsa;Apartamento;Chapinero;32;1;1;Cimentaciones - Pilotes;Concreto;Pañete - estuco - pintura;Aluminio;Piso afinado;Integral;Cemento afinado;Sin definir;Madera;Madera
10228;502147.4948;4;Tradicional aporticado;Apartamento;Suba;66;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Seguridad;Madera
10229;547797.267;4;Tradicional aporticado;Apartamento;Suba;72;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Seguridad;Madera
10230;486930.904;4;Tradicional aporticado;Apartamento;Suba;64;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Sin definir;Seguridad;Madera
10231;412790.4938;4;Tradicional aporticado;Apartamento;Chapinero;34;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Otro;Ceramica;Vidrio;Madera;Sin definir
10232;437072.2875;4;Tradicional aporticado;Apartamento;Chapinero;36;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Otro;Ceramica;Vidrio;Madera;Sin definir
10233;518011.6;4;Tradicional aporticado;Apartamento;Suba;60;2;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Porcelanato;Sin definir;Sin definir;Sin definir
10234;707409.5913;4;Tradicional aporticado;Apartamento;Suba;84;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Porcelanato;Sin definir;Sin definir;Sin definir
10235;221692.7769;4;Tradicional aporticado;Apartamento;Chapinero;28;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Sin definir;Sin definir;Sin definir
10236;433462.3942;4;Tradicional aporticado;Apartamento;Chapinero;52;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Sin definir;Sin definir;Sin definir
10237;1109334.792;4;Tradicional aporticado;Apartamento;Teusaquillo;116;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10238;1070676.557;4;Tradicional aporticado;Apartamento;Teusaquillo;107;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10239;1188927.274;4;Tradicional aporticado;Apartamento;Teusaquillo;125;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10240;933205.9913;4;Tradicional aporticado;Apartamento;Teusaquillo;75;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10241;976961.7837;4;Tradicional aporticado;Apartamento;Teusaquillo;103;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10242;976961.7837;4;Tradicional aporticado;Apartamento;Teusaquillo;98;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10243;1195774.74;4;Tradicional aporticado;Apartamento;Teusaquillo;121;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Madera
10244;976128.1088;5;Tradicional aporticado;Apartamento;Usaquen;79;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10245;1074874.07;5;Tradicional aporticado;Apartamento;Usaquen;88;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10246;1173620.031;5;Tradicional aporticado;Apartamento;Usaquen;95;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10247;1270747.206;5;Tradicional aporticado;Apartamento;Usaquen;116;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10248;1334851.142;5;Tradicional aporticado;Apartamento;Usaquen;119;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madera
10249;834484.3119;4;Tradicional aporticado;Apartamento;Teusaquillo;78;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Seguridad;Madera
10250;890332.4375;4;Tradicional aporticado;Apartamento;Teusaquillo;84;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Seguridad;Madera
